order_id,order_date,customer_id,product,category,quantity,price,city
1044,2023-11-30,C195,Washing Machine,Appliances,5,23496,Pune
1045,2023-09-06,C318,Air Conditioner,Appliances,2,34660,Ahmedabad
1046,2023-03-26,C102,Washing Machine,Appliances,4,32507,Kolkata
1047,2023-08-21,C533,Shoes,Fashion,3,2926,Hyderabad
1048,2023-09-07,C294,Refrigerator,Appliances,5,37266,Delhi
1049,2023-10-24,C865,Tablet,Electronics,2,29687,Pune
1050,2023-09-02,C158,Camera,Electronics,1,36902,Delhi
1051,2023-02-05,C791,Jeans,Fashion,1,1710,Mumbai
1052,2023-10-19,C692,Washing Machine,Appliances,2,26922,Bangalore
1053,2023-08-03,C367,Jacket,Fashion,1,3143,Chennai
1054,2023-07-22,C787,Smartwatch,Electronics,3,13432,Delhi
1055,2023-02-07,C569,Sneakers,Fashion,3,3440,Pune
1056,2023-02-07,C618,Jacket,Fashion,5,3595,Bangalore
1057,2023-02-05,C478,Tablet,Electronics,2,29332,Bangalore
1058,2023-10-06,C726,Tablet,Electronics,2,24381,Hyderabad
1059,2023-10-11,C779,Microwave,Appliances,5,9637,Hyderabad
1060,2023-02-24,C378,Mobile,Electronics,2,18115,Delhi
1061,2023-06-25,C803,Tablet,Electronics,5,22106,Bangalore
1062,2023-05-09,C194,Sneakers,Fashion,3,3507,Pune
1063,2023-01-23,C441,Sneakers,Fashion,4,3961,Pune
1064,2023-05-15,C859,Microwave,Appliances,2,12658,Delhi
1065,2023-10-15,C214,T-shirt,Fashion,5,865,Pune
1066,2023-07-09,C540,Mobile,Electronics,2,20364,Delhi
1067,2023-01-21,C315,Headphones,Electronics,1,2769,Chennai
1068,2023-07-01,C735,Sneakers,Fashion,2,3733,Kolkata
1069,2023-05-02,C919,Refrigerator,Appliances,2,40960,Delhi
1070,2023-01-13,C854,Microwave,Appliances,2,13830,Delhi
1071,2023-07-30,C373,Air Conditioner,Appliances,3,44518,Bangalore
1072,2023-01-20,C327,Headphones,Electronics,1,2859,Ahmedabad
1073,2023-04-27,C124,Smartwatch,Electronics,4,14097,Bangalore
1074,2023-05-23,C891,Sneakers,Fashion,2,3357,Mumbai
1075,2023-07-24,C128,Tablet,Electronics,3,26414,Chennai
1076,2023-05-16,C211,Mobile,Electronics,3,17428,Pune
1077,2023-06-10,C720,Jacket,Fashion,4,2814,Kolkata
1078,2023-10-23,C360,Jeans,Fashion,1,1431,Bangalore
1079,2023-10-03,C472,Laptop,Electronics,4,48040,Bangalore
1080,2023-06-19,C779,Shoes,Fashion,1,2948,Chennai
1081,2023-06-03,C782,Washing Machine,Appliances,1,30461,Hyderabad
1082,2023-06-01,C296,Shoes,Fashion,3,2402,Delhi
1083,2023-03-31,C515,Shoes,Fashion,4,2677,Hyderabad
1084,2023-04-18,C904,Jeans,Fashion,1,1382,Kolkata
1085,2023-08-27,C552,Jacket,Fashion,5,3185,Ahmedabad
1086,2023-03-28,C390,Sneakers,Fashion,2,3515,Mumbai
1087,2023-05-01,C330,Jeans,Fashion,5,1401,Hyderabad
1088,2023-01-24,C586,Microwave,Appliances,2,10307,Bangalore
1089,2023-11-19,C835,Jacket,Fashion,1,2946,Bangalore
1090,2023-05-05,C771,Refrigerator,Appliances,4,34921,Delhi
1091,2023-02-24,C324,Refrigerator,Appliances,1,40497,Kolkata
1092,2023-10-13,C968,Headphones,Electronics,5,2957,Bangalore
1093,2023-08-26,C873,Mobile,Electronics,4,17066,Chennai
1094,2023-09-16,C950,Air Conditioner,Appliances,4,41802,Kolkata
1095,2023-03-23,C560,Air Conditioner,Appliances,5,39134,Ahmedabad
1096,2023-05-22,C741,Tablet,Electronics,2,28398,Ahmedabad
1097,2023-05-27,C378,Smartwatch,Electronics,3,14639,Bangalore
1098,2023-02-11,C254,Camera,Electronics,3,52074,Delhi
1099,2023-12-28,C165,Smartwatch,Electronics,4,16163,Bangalore
1100,2023-08-27,C163,Shoes,Fashion,4,2330,Kolkata
1101,2023-10-27,C977,Smartwatch,Electronics,4,14336,Pune
1102,2023-01-04,C405,Air Conditioner,Appliances,5,38086,Chennai
1103,2023-08-03,C599,Microwave,Appliances,4,13696,Bangalore
1104,2023-01-15,C444,Smartwatch,Electronics,3,14615,Kolkata
1105,2023-08-28,C737,Sneakers,Fashion,4,3813,Delhi
1106,2023-10-31,C185,Jeans,Fashion,1,1744,Pune
1107,2023-08-25,C151,Sneakers,Fashion,4,2989,Delhi
1108,2023-08-21,C445,Tablet,Electronics,4,23273,Chennai
1109,2023-08-04,C954,Microwave,Appliances,4,10935,Hyderabad
1110,2023-10-04,C458,Mobile,Electronics,4,16155,Pune
1111,2023-11-30,C872,Smartwatch,Electronics,1,16687,Pune
1112,2023-01-11,C344,Laptop,Electronics,2,52784,Delhi
1113,2023-10-16,C576,Headphones,Electronics,4,3203,Bangalore
1114,2023-03-27,C896,Refrigerator,Appliances,3,38736,Mumbai
1115,2023-02-25,C419,Washing Machine,Appliances,2,33204,Pune
1116,2023-04-12,C706,Jacket,Fashion,4,2875,Mumbai
1117,2023-06-04,C915,Refrigerator,Appliances,2,29426,Mumbai
1118,2023-08-08,C170,Jacket,Fashion,1,2816,Chennai
1119,2023-08-04,C208,Jeans,Fashion,3,1207,Ahmedabad
1120,2023-08-24,C545,Shoes,Fashion,3,2635,Delhi
1121,2023-05-19,C576,Headphones,Electronics,5,3558,Ahmedabad
1122,2023-05-06,C385,Shoes,Fashion,5,2268,Mumbai
1123,2023-08-26,C444,Air Conditioner,Appliances,4,35901,Kolkata
1124,2023-04-04,C317,Laptop,Electronics,4,68422,Ahmedabad
1125,2023-11-02,C669,Camera,Electronics,3,42126,Hyderabad
1126,2023-02-13,C837,Laptop,Electronics,5,70753,Bangalore
1127,2023-05-04,C761,Shoes,Fashion,4,2555,Ahmedabad
1128,2023-01-09,C401,Refrigerator,Appliances,4,34274,Mumbai
1129,2023-06-06,C584,Smartwatch,Electronics,4,16150,Chennai
1130,2023-10-09,C460,Jeans,Fashion,5,1406,Chennai
1131,2023-05-09,C223,Refrigerator,Appliances,4,31792,Bangalore
1132,2023-10-02,C296,Refrigerator,Appliances,2,32417,Delhi
1133,2023-10-29,C202,Smartwatch,Electronics,4,13658,Hyderabad
1134,2023-07-04,C409,Washing Machine,Appliances,2,25717,Delhi
1135,2023-01-24,C666,Laptop,Electronics,5,51037,Pune
1136,2023-09-09,C993,Tablet,Electronics,2,26378,Mumbai
1137,2023-09-03,C448,Laptop,Electronics,5,54824,Ahmedabad
1138,2023-09-02,C941,Headphones,Electronics,1,2702,Mumbai
1139,2023-10-23,C255,Mobile,Electronics,4,19933,Pune
1140,2023-02-13,C221,Headphones,Electronics,5,3538,Bangalore
1141,2023-11-13,C894,Jeans,Fashion,4,1563,Bangalore
1142,2023-08-15,C980,Jeans,Fashion,4,1470,Hyderabad
1143,2023-11-14,C724,Jacket,Fashion,4,2766,Pune
1144,2023-04-17,C370,Refrigerator,Appliances,1,41266,Bangalore
1145,2023-03-30,C260,Sneakers,Fashion,1,3019,Mumbai
1146,2023-11-01,C398,Laptop,Electronics,4,58812,Ahmedabad
1147,2023-05-25,C172,Laptop,Electronics,2,54914,Ahmedabad
1148,2023-11-17,C535,Sneakers,Fashion,2,4093,Bangalore
1149,2023-03-18,C946,Mobile,Electronics,5,17798,Hyderabad
1150,2023-06-07,C549,Headphones,Electronics,1,2471,Hyderabad
1151,2023-12-25,C378,Mobile,Electronics,4,21509,Kolkata
1152,2023-02-11,C542,Jeans,Fashion,5,1496,Pune
1153,2023-01-14,C334,Refrigerator,Appliances,3,36451,Mumbai
1154,2023-01-11,C690,Sneakers,Fashion,5,3621,Hyderabad
1155,2023-11-30,C384,Laptop,Electronics,2,59292,Ahmedabad
1156,2023-09-09,C581,Headphones,Electronics,5,2923,Mumbai
1157,2023-12-10,C978,Camera,Electronics,4,41999,Mumbai
1158,2023-09-11,C778,Headphones,Electronics,3,2893,Hyderabad
1159,2023-02-15,C358,Shoes,Fashion,5,2036,Chennai
1160,2023-07-26,C773,Camera,Electronics,1,53463,Pune
1161,2023-01-28,C630,Washing Machine,Appliances,5,27574,Bangalore
1162,2023-11-17,C878,Camera,Electronics,5,49615,Ahmedabad
1163,2023-03-09,C548,Laptop,Electronics,2,54409,Hyderabad
1164,2023-11-19,C826,Air Conditioner,Appliances,4,33942,Bangalore
1165,2023-10-10,C195,Headphones,Electronics,3,3061,Kolkata
1166,2023-03-02,C610,Smartwatch,Electronics,1,14768,Delhi
1167,2023-05-20,C954,Air Conditioner,Appliances,3,40141,Kolkata
1168,2023-10-10,C492,T-shirt,Fashion,4,717,Delhi
1169,2023-03-11,C382,Smartwatch,Electronics,5,15049,Mumbai
1170,2023-09-17,C940,Microwave,Appliances,4,11231,Hyderabad
1171,2023-10-28,C986,Laptop,Electronics,3,65425,Ahmedabad
1172,2023-06-26,C665,Headphones,Electronics,4,3046,Chennai
1173,2023-06-14,C814,Microwave,Appliances,5,11410,Bangalore
1174,2023-07-30,C425,Smartwatch,Electronics,5,14297,Pune
1175,2023-07-15,C779,Refrigerator,Appliances,4,37873,Kolkata
1176,2023-01-19,C614,Microwave,Appliances,2,11977,Delhi
1177,2023-08-14,C638,Jacket,Fashion,3,3443,Mumbai
1178,2023-03-15,C991,Air Conditioner,Appliances,4,32245,Kolkata
1179,2023-05-16,C738,Sneakers,Fashion,2,2904,Chennai
1180,2023-06-18,C424,Refrigerator,Appliances,4,37097,Kolkata
1181,2023-01-19,C340,Sneakers,Fashion,4,4021,Mumbai
1182,2023-02-16,C200,Sneakers,Fashion,3,4196,Kolkata
1183,2023-12-22,C129,Microwave,Appliances,1,11729,Hyderabad
1184,2023-05-31,C483,Laptop,Electronics,3,67107,Chennai
1185,2023-07-30,C274,Shoes,Fashion,2,2244,Delhi
1186,2023-07-15,C609,Headphones,Electronics,1,3131,Bangalore
1187,2023-08-25,C570,Air Conditioner,Appliances,5,34289,Hyderabad
1188,2023-08-27,C793,Tablet,Electronics,1,28989,Hyderabad
1189,2023-06-26,C754,Jeans,Fashion,2,1244,Hyderabad
1190,2023-06-04,C493,Shoes,Fashion,3,2456,Bangalore
1191,2023-07-15,C688,Washing Machine,Appliances,4,23594,Chennai
1192,2023-12-04,C381,Tablet,Electronics,3,20219,Kolkata
1193,2023-01-26,C952,Laptop,Electronics,5,68761,Ahmedabad
1194,2023-04-28,C324,Air Conditioner,Appliances,3,44411,Chennai
1195,2023-12-14,C743,Sneakers,Fashion,2,3669,Delhi
1196,2023-08-14,C693,Mobile,Electronics,1,18471,Pune
1197,2023-06-01,C865,Camera,Electronics,2,37622,Chennai
1198,2023-10-04,C643,Shoes,Fashion,2,2200,Chennai
1199,2023-05-12,C925,Jeans,Fashion,3,1698,Ahmedabad
1200,2023-08-28,C244,Tablet,Electronics,3,28042,Mumbai
1201,2023-12-12,C966,Microwave,Appliances,2,13728,Kolkata
1202,2023-07-22,C370,Microwave,Appliances,5,11355,Pune
1203,2023-12-11,C698,Jeans,Fashion,1,1472,Hyderabad
1204,2023-04-30,C125,Shoes,Fashion,3,2108,Ahmedabad
1205,2023-11-09,C763,Jacket,Fashion,5,2793,Bangalore
1206,2023-06-04,C219,Mobile,Electronics,4,23275,Kolkata
1207,2023-06-05,C218,Headphones,Electronics,1,3535,Ahmedabad
1208,2023-03-11,C564,Mobile,Electronics,2,23098,Kolkata
1209,2023-03-21,C770,Camera,Electronics,5,43544,Kolkata
1210,2023-05-24,C806,Mobile,Electronics,4,20925,Pune
1211,2023-05-01,C201,Camera,Electronics,2,43980,Chennai
1212,2023-11-27,C162,Sneakers,Fashion,3,3562,Chennai
1213,2023-03-04,C193,Shoes,Fashion,3,2189,Ahmedabad
1214,2023-11-02,C151,Sneakers,Fashion,2,3698,Pune
1215,2023-03-06,C170,Microwave,Appliances,3,10769,Bangalore
1216,2023-04-21,C436,Washing Machine,Appliances,5,24720,Bangalore
1217,2023-11-02,C383,Microwave,Appliances,2,13385,Pune
1218,2023-10-04,C917,Washing Machine,Appliances,2,33460,Hyderabad
1219,2023-01-14,C115,Headphones,Electronics,1,3193,Delhi
1220,2023-01-09,C371,Camera,Electronics,2,46599,Delhi
1221,2023-09-27,C863,Laptop,Electronics,2,65801,Mumbai
1222,2023-07-05,C562,Mobile,Electronics,4,19586,Mumbai
1223,2023-01-23,C569,Jeans,Fashion,2,1767,Hyderabad
1224,2023-09-03,C536,Sneakers,Fashion,1,2885,Kolkata
1225,2023-08-16,C182,Sneakers,Fashion,1,3486,Mumbai
1226,2023-03-06,C739,Camera,Electronics,5,38670,Hyderabad
1227,2023-06-16,C711,Sneakers,Fashion,5,3567,Kolkata
1228,2023-11-06,C201,Jeans,Fashion,3,1472,Kolkata
1229,2023-11-30,C540,Microwave,Appliances,1,13693,Bangalore
1230,2023-08-21,C525,T-shirt,Fashion,2,772,Kolkata
1231,2023-06-10,C483,Refrigerator,Appliances,1,32375,Hyderabad
1232,2023-02-13,C542,Headphones,Electronics,4,2480,Mumbai
1233,2023-10-12,C700,Mobile,Electronics,3,22494,Pune
1234,2023-03-04,C462,Jeans,Fashion,5,1397,Kolkata
1235,2023-01-27,C714,Washing Machine,Appliances,4,32122,Hyderabad
1236,2023-09-17,C258,Tablet,Electronics,3,21036,Bangalore
1237,2023-02-25,C965,Sneakers,Fashion,4,3113,Chennai
1238,2023-05-23,C926,Jeans,Fashion,3,1268,Bangalore
1239,2023-11-15,C723,Shoes,Fashion,5,2974,Pune
1240,2023-05-20,C447,Air Conditioner,Appliances,3,32463,Hyderabad
1241,2023-03-15,C171,Camera,Electronics,1,39265,Kolkata
1242,2023-09-29,C485,Headphones,Electronics,1,2510,Bangalore
1243,2023-07-09,C838,Shoes,Fashion,4,2340,Hyderabad
1244,2023-01-27,C261,Camera,Electronics,5,46732,Delhi
1245,2023-02-11,C553,Microwave,Appliances,5,9838,Hyderabad
1246,2023-08-15,C379,Sneakers,Fashion,4,3479,Kolkata
1247,2023-08-09,C390,Smartwatch,Electronics,5,12682,Mumbai
1248,2023-12-08,C146,Sneakers,Fashion,5,3481,Hyderabad
1249,2023-01-29,C309,Smartwatch,Electronics,4,17906,Pune
1250,2023-05-11,C435,Tablet,Electronics,2,27673,Hyderabad
1251,2023-08-09,C232,Mobile,Electronics,1,19979,Delhi
1252,2023-09-14,C173,Shoes,Fashion,5,2703,Chennai
1253,2023-08-24,C982,Shoes,Fashion,1,2436,Mumbai
1254,2023-07-27,C396,Camera,Electronics,5,43727,Kolkata
1255,2023-06-16,C920,Mobile,Electronics,4,16166,Delhi
1256,2023-07-05,C547,Jacket,Fashion,4,3398,Mumbai
1257,2023-10-29,C636,Washing Machine,Appliances,1,25125,Kolkata
1258,2023-06-23,C441,Mobile,Electronics,4,22964,Bangalore
1259,2023-11-21,C643,Microwave,Appliances,2,9966,Mumbai
1260,2023-06-28,C844,Jeans,Fashion,2,1743,Chennai
1261,2023-03-16,C302,Washing Machine,Appliances,2,25046,Hyderabad
1262,2023-12-02,C281,Headphones,Electronics,5,2583,Mumbai
1263,2023-10-16,C797,Microwave,Appliances,4,11826,Ahmedabad
1264,2023-11-16,C984,Air Conditioner,Appliances,5,42287,Chennai
1265,2023-02-04,C552,Sneakers,Fashion,3,3011,Ahmedabad
1266,2023-10-30,C460,Sneakers,Fashion,3,3914,Pune
1267,2023-08-20,C158,Jeans,Fashion,1,1386,Pune
1268,2023-02-16,C573,Camera,Electronics,3,37381,Kolkata
1269,2023-01-22,C929,Jacket,Fashion,5,3545,Ahmedabad
1270,2023-09-01,C163,Jacket,Fashion,2,2785,Delhi
1271,2023-06-25,C616,T-shirt,Fashion,1,899,Mumbai
1272,2023-12-29,C549,Sneakers,Fashion,2,2854,Ahmedabad
1273,2023-07-06,C389,Jeans,Fashion,5,1565,Chennai
1274,2023-12-14,C908,Shoes,Fashion,4,2774,Pune
1275,2023-02-18,C390,Sneakers,Fashion,3,2892,Kolkata
1276,2023-06-20,C696,Tablet,Electronics,5,28732,Mumbai
1277,2023-06-08,C232,Sneakers,Fashion,2,4083,Kolkata
1278,2023-07-12,C932,Jacket,Fashion,1,2771,Chennai
1279,2023-12-10,C620,Headphones,Electronics,5,2512,Kolkata
1280,2023-04-03,C449,Camera,Electronics,1,42526,Bangalore
1281,2023-03-12,C179,Microwave,Appliances,4,10521,Delhi
1282,2023-10-04,C777,Tablet,Electronics,1,25076,Pune
1283,2023-07-12,C266,Camera,Electronics,5,38358,Delhi
1284,2023-03-26,C144,Headphones,Electronics,5,3370,Ahmedabad
1285,2023-05-02,C725,Shoes,Fashion,3,2676,Ahmedabad
1286,2023-05-03,C928,Tablet,Electronics,4,22340,Hyderabad
1287,2023-04-10,C794,Microwave,Appliances,4,13939,Chennai
1288,2023-05-25,C614,Jacket,Fashion,4,2954,Kolkata
1289,2023-04-13,C993,Jeans,Fashion,4,1779,Delhi
1290,2023-07-10,C828,Tablet,Electronics,1,26411,Mumbai
1291,2023-05-26,C881,Washing Machine,Appliances,5,31933,Mumbai
1292,2023-09-20,C950,Headphones,Electronics,3,2939,Delhi
1293,2023-04-24,C457,Shoes,Fashion,1,2946,Ahmedabad
1294,2023-07-22,C341,Air Conditioner,Appliances,1,38638,Chennai
1295,2023-01-15,C201,Shoes,Fashion,1,2374,Chennai
1296,2023-03-12,C393,Washing Machine,Appliances,3,31263,Pune
1297,2023-03-13,C559,Air Conditioner,Appliances,4,43137,Ahmedabad
1298,2023-01-10,C320,Jacket,Fashion,1,3487,Hyderabad
1299,2023-11-08,C213,Washing Machine,Appliances,2,28546,Kolkata
1300,2023-03-04,C344,Microwave,Appliances,3,10740,Pune
1301,2023-02-26,C711,Shoes,Fashion,5,2457,Ahmedabad
1302,2023-10-22,C835,Jeans,Fashion,1,1579,Bangalore
1303,2023-11-11,C346,Headphones,Electronics,3,2915,Chennai
1304,2023-12-09,C636,Jacket,Fashion,4,2624,Mumbai
1305,2023-10-06,C499,Camera,Electronics,1,53161,Pune
1306,2023-07-18,C359,Washing Machine,Appliances,4,22887,Chennai
1307,2023-02-04,C346,Refrigerator,Appliances,1,32999,Chennai
1308,2023-06-20,C145,Refrigerator,Appliances,1,38801,Delhi
1309,2023-11-26,C950,Camera,Electronics,5,42093,Delhi
1310,2023-09-03,C930,Microwave,Appliances,4,14307,Delhi
1311,2023-08-23,C400,Headphones,Electronics,1,3259,Pune
1312,2023-01-22,C417,Smartwatch,Electronics,1,16746,Chennai
1313,2023-10-06,C359,Jeans,Fashion,4,1793,Ahmedabad
1314,2023-01-25,C379,Laptop,Electronics,2,54866,Chennai
1315,2023-07-24,C495,Mobile,Electronics,3,19495,Ahmedabad
1316,2023-09-12,C916,Camera,Electronics,2,44931,Chennai
1317,2023-08-06,C540,Jeans,Fashion,3,1680,Mumbai
1318,2023-06-14,C181,Jacket,Fashion,2,3054,Mumbai
1319,2023-11-05,C270,Camera,Electronics,3,41516,Kolkata
1320,2023-01-22,C729,Refrigerator,Appliances,4,32921,Chennai
1321,2023-01-30,C787,Shoes,Fashion,3,2639,Mumbai
1322,2023-12-14,C131,Sneakers,Fashion,4,3308,Delhi
1323,2023-08-13,C229,Headphones,Electronics,5,3213,Pune
1324,2023-07-07,C492,Mobile,Electronics,2,22228,Chennai
1325,2023-12-14,C479,Jacket,Fashion,1,3126,Ahmedabad
1326,2023-10-21,C642,Camera,Electronics,4,49735,Delhi
1327,2023-05-23,C216,Camera,Electronics,4,41658,Bangalore
1328,2023-07-18,C368,Laptop,Electronics,2,59977,Mumbai
1329,2023-04-20,C810,Microwave,Appliances,3,12979,Hyderabad
1330,2023-03-11,C562,Air Conditioner,Appliances,4,35202,Mumbai
1331,2023-12-16,C783,Headphones,Electronics,4,3596,Chennai
1332,2023-05-29,C971,Camera,Electronics,1,45899,Hyderabad
1333,2023-09-18,C224,Headphones,Electronics,2,3352,Bangalore
1334,2023-09-10,C469,Smartwatch,Electronics,2,13420,Pune
1335,2023-10-10,C726,Jeans,Fashion,5,1421,Delhi
1336,2023-07-23,C638,Air Conditioner,Appliances,1,33051,Ahmedabad
1337,2023-02-07,C424,Shoes,Fashion,4,2823,Delhi
1338,2023-12-15,C231,Sneakers,Fashion,1,3429,Chennai
1339,2023-04-04,C543,Air Conditioner,Appliances,5,42236,Delhi
1340,2023-09-23,C411,Jeans,Fashion,1,1698,Delhi
1341,2023-12-30,C454,Headphones,Electronics,2,2787,Bangalore
1342,2023-05-09,C750,Jeans,Fashion,3,1707,Bangalore
1343,2023-06-05,C614,Jeans,Fashion,3,1275,Mumbai
1344,2023-10-25,C275,Sneakers,Fashion,2,3628,Delhi
1345,2023-11-06,C962,Sneakers,Fashion,5,3808,Chennai
1346,2023-01-15,C146,Air Conditioner,Appliances,5,32659,Mumbai
1347,2023-04-18,C732,Sneakers,Fashion,5,3170,Kolkata
1348,2023-11-18,C757,Sneakers,Fashion,1,3497,Hyderabad
1349,2023-12-17,C404,Tablet,Electronics,4,22448,Kolkata
1350,2023-03-22,C525,T-shirt,Fashion,1,860,Ahmedabad
1351,2023-11-07,C420,T-shirt,Fashion,4,705,Delhi
1352,2023-06-26,C233,Washing Machine,Appliances,3,30623,Kolkata
1353,2023-02-24,C347,Microwave,Appliances,3,12071,Chennai
1354,2023-05-07,C199,T-shirt,Fashion,1,725,Delhi
1355,2023-11-12,C354,Laptop,Electronics,3,70689,Kolkata
1356,2023-10-23,C294,Washing Machine,Appliances,2,31510,Chennai
1357,2023-09-21,C610,Microwave,Appliances,2,11991,Ahmedabad
1358,2023-02-16,C617,Air Conditioner,Appliances,3,39957,Kolkata
1359,2023-06-30,C151,T-shirt,Fashion,2,708,Pune
1360,2023-12-01,C392,Tablet,Electronics,4,25975,Ahmedabad
1361,2023-08-09,C370,Jeans,Fashion,1,1708,Delhi
1362,2023-07-07,C510,Refrigerator,Appliances,3,38693,Pune
1363,2023-07-05,C175,Laptop,Electronics,5,61483,Hyderabad
1364,2023-10-09,C945,Shoes,Fashion,5,2450,Hyderabad
1365,2023-02-19,C482,Jacket,Fashion,5,2542,Kolkata
1366,2023-07-07,C303,Microwave,Appliances,3,12277,Delhi
1367,2023-01-21,C139,Jacket,Fashion,5,2881,Pune
1368,2023-09-23,C252,Headphones,Electronics,3,3364,Ahmedabad
1369,2023-11-10,C266,Jacket,Fashion,5,2567,Chennai
1370,2023-06-03,C619,Shoes,Fashion,5,2739,Chennai
1371,2023-12-29,C586,Washing Machine,Appliances,5,28362,Hyderabad
1372,2023-12-11,C526,Washing Machine,Appliances,1,26525,Mumbai
1373,2023-12-19,C711,Jacket,Fashion,3,3356,Pune
1374,2023-10-24,C838,T-shirt,Fashion,3,949,Bangalore
1375,2023-09-26,C251,Laptop,Electronics,5,59530,Kolkata
1376,2023-12-25,C295,Washing Machine,Appliances,2,22753,Mumbai
1377,2023-03-19,C807,Laptop,Electronics,4,55528,Kolkata
1378,2023-11-10,C993,Smartwatch,Electronics,4,15010,Ahmedabad
1379,2023-09-23,C674,Washing Machine,Appliances,1,30304,Bangalore
1380,2023-06-10,C570,Camera,Electronics,4,45458,Delhi
1381,2023-07-01,C724,Air Conditioner,Appliances,5,37477,Hyderabad
1382,2023-05-23,C330,T-shirt,Fashion,2,946,Hyderabad
1383,2023-12-20,C424,Tablet,Electronics,3,27049,Ahmedabad
1384,2023-05-21,C224,T-shirt,Fashion,3,819,Hyderabad
1385,2023-07-22,C891,Jacket,Fashion,5,2855,Chennai
1386,2023-05-28,C454,Microwave,Appliances,2,10994,Mumbai
1387,2023-09-03,C306,Air Conditioner,Appliances,4,42495,Bangalore
1388,2023-10-15,C240,Washing Machine,Appliances,5,25436,Hyderabad
1389,2023-05-03,C151,Mobile,Electronics,5,21927,Bangalore
1390,2023-04-30,C202,Sneakers,Fashion,5,3115,Pune
1391,2023-02-21,C105,Shoes,Fashion,3,2717,Delhi
1392,2023-09-01,C766,Jeans,Fashion,2,1444,Ahmedabad
1393,2023-11-27,C887,Smartwatch,Electronics,3,13927,Pune
1394,2023-01-20,C527,Mobile,Electronics,5,17857,Delhi
1395,2023-01-19,C906,Air Conditioner,Appliances,2,46942,Kolkata
1396,2023-05-29,C109,T-shirt,Fashion,2,939,Pune
1397,2023-06-21,C565,Tablet,Electronics,5,26027,Hyderabad
1398,2023-03-10,C379,Sneakers,Fashion,5,3534,Ahmedabad
1399,2023-08-23,C835,Smartwatch,Electronics,1,13984,Hyderabad
1400,2023-06-01,C279,Headphones,Electronics,1,3283,Bangalore
1401,2023-09-21,C188,Jacket,Fashion,4,3392,Chennai
1402,2023-03-13,C431,Shoes,Fashion,1,2184,Ahmedabad
1403,2023-07-16,C557,Air Conditioner,Appliances,2,32109,Bangalore
1404,2023-06-04,C367,Microwave,Appliances,3,14179,Pune
1405,2023-02-01,C576,Sneakers,Fashion,3,3769,Mumbai
